10710.676	3818.113
10518.028	3989.59
10343.612	4147.972
10415.865	4140.522
10423.277	4215.303
10204.471	4213.879
10124.505	4204.994
10135.226	4118.938
10028.664	4065.295
10192.4	4023.855
10277.96	4103.053
10344.738	4204.178
10269.401	4314.403
10116.586	4309.511
10030.847	4149.257
10098.802	3973.909
9994.728	3838.942
10155.716	3761.27
10249.916	3737.649
10167.676	3640.159
10144.889	3552.636
10058.196	3519.696
10126.898	3582.002
10280.134	3736.055
10367.105	3877.902
10378.534	4011.967
10358.755	4059.484
10145.092	4056.569
9967.783	3999.591
9986.345	3949.433
9730.252	3975.653
9560.876	4033.688
9612.565	3979.097
9612.665	3981.88
9638.538	4060.817
9776.674	4174.852
9686.045	4286.917
9448.407	4202.688
9451.389	4056.134
9218.261	4018.462
9155.129	4047.197
9247.612	4090.268
9209.898	4060.791
9053.948	4042.826
8919.802	4129.021
8916.573	4136.853
9102.57	4223.749
9288.595	4291.857
9386.7	4240.494
9412.092	4146.944
9524.477	4134.677
9560.602	4203.225
9610.095	4124.908
9531.666	3929.816
9622.677	3864.834
9659.3	3953.612
9582.73	4039.393
9524.242	4159.354
9492.851	4218.634
9546.404	4475.953
9682.231	4573.532
9593.817	4593.644
9645.512	4494.4
9759.441	4384.348
9834.815	4326.404
9775.471	4251.242
9859.78	4378.694
9978.92	4486.959
10170.78	4394.887
10004.509	4405.738
9974.001	4517.286
9982.444	4642.974
10040.669	4560.248
9995.423	4586.98
10016.223	4702.648
9992.624	4757.501
9940.796	4806.46
10002.702	4815.07
9993.733	4747.484
10004.932	4631.515
9951.475	4599.869
9791.391	4779.365
9690.103	4866.089
9676.154	4835.009
9665.35	5015.546
9854.806	5048.057
9834.53	5108.428
9873.283	5101.083
9978.467	5062.609
9974.113	5072.54
10019.676	5003.056
9928.247	4914.969
9841.228	4852.052
9745.321	4717.018
9629.581	4608.163
9729.882	4758.027
9795.793	4685.319
9979.075	4602.749
10166.136	4597.056
10218.905	4620.312
10229.934	4617.096
10053.232	4680.769
9800.436	4749.947
9745.132	4859.907
9664.798	4919.641
9628.239	5114.899
9721.551	5169.451
9701.841	5097.988
9618.414	5071.452
9691.411	5060.379
9836.13	5176.933
9687.644	5363.391
9653.759	5481.062
9560.169	5531.356
9342.491	5548.326
9288.561	5637.132
9222.787	5738.885
9155.99	5634.838
9069.345	5783.004
9305.95	5747.947
9526.37	5503.831
9631.883	5432.848
9836.636	5345.297
9878.992	5540.937
9699.823	5564.127
9705.605	5530.952
9740.424	5636.748
9829.429	5655.678
9768.934	5751.428
9884.586	5777.141
10070.889	5793.809
9971.01	5835.624
9935.752	5824.542
10003.709	5728.386
9970.893	5699.291
9806.938	5660.831
9710.11	5682.809
9712.629	5595.229
9847.556	5646.636
9939.788	5765.462
10127.923	5741.44
10135.001	5655.204
10129.979	5688.175
9955.225	5813.562
9885.324	5925.858
10007.757	6063.625
10207.548	6007.402
10099.558	5991.613
10214.007	6039.356
10225.278	5963.804
10373.97	5914.282
10279.393	6031.738
10337.249	5983.834
10256.065	5981.617
10271.461	5833.889
10504.331	5736.842
10620.163	5638.945
10607.893	5672.124
10538.716	5601.564
10640.936	5623.141
10600.612	5733.008
10551.438	5655.746
10407.514	5573.584
10294.016	5570.809
10088.799	5652.152
9926.731	5594.848
9856.712	5539.933
9690.568	5570.409
9557.578	5541.142
9703.924	5545.979
9811.556	5384.369
9897.231	5169.325
10096.02	4957.417
9980.381	4758.666
9901.356	4571.238
9686.928	4583
9607.547	4549.935
9690.334	4517.005
9736.678	4599.656
9851.469	4510.437
10066.92	4511.704
10182.882	4475.672
10165.965	4376.875
10294.592	4319.248
10316.256	4379.016
10456.506	4447.037
10570.046	4442.983
10639.343	4436.58
10495.902	4252.702
10380.152	4132.691
10369.807	4057.751
10234.869	3994.056
10217.933	3951.353
10370.947	3972.026
10382.622	3887.654
10343.201	3919.399
10222.45	3979.438
10286.698	4078.238
10123.215	4129.477
10145.548	4109.249
10225.735	4193.366
10139.467	4188.806
10182.524	4265.497
10112.888	4423.19
10176.667	4585.86
10236.96	4702.263
10042.229	4790.936
9934.325	4789.506
9861.457	4821.011
9910.794	4921.493
10043.914	4941.444
9985.707	5038.555
10013.062	5096.898
10080.671	5153.855
10059.942	5178.138
10163.94	5213.025
10087.955	5288.769
9901.38	5315.441
9841.146	5313.444
9958.392	5347.046
10003.094	5409.14
10173.408	5455.172
10244.323	5498.138
